tidy_tweet,Sentiment
RT   From NASCAR to rum  the    weirdest parts of the  fiscal cliff  deal http   t co HUrR YdF,Negative
RT   Studies show that those who workout before they start their  work day  are more successful with weight loss http   t    ,Positive
RT   Catch it Bin it Kill it  Catch coughs sneezes in tissues  Bin them  Then kill germs by washing your hands http   t co gB mudIM,Negative
RT   Need some help sticking to your New Year s resolution  We ve got five resolutions your heart will love  http   t co W  GrVpc,Positive
RT   Dave blogs about depression and how his friends supported him  Not judging me  not condemning me  just there  http   t    ,Positive
RT   Good article on economic  Models Behaving Badly  by Lord Robert Skidelsky  #oped http   t co sFbaT TP via ,Negative
RT   Why swimmers are smarter than you  http   t co xBLYLxN ,Positive
RT   Avocados  raspberries  almonds  broccoli  spinach  salmon are among the healthiest foods on the PLANET  Be Healthy ,Positive
RT   Will it be easy  Nope  Will it be worth it  Absolutely ,Positive
RT   Back to work blues      men will be told today they have cancer  Your day will be a whole lot better than theirs ,Negative
RT   Baby  wipe your crying eyes and let your smile shine through  Things will get better ,Positive
RT   Love is a strange thing  It can make the weakest person strong  amp  the strongest person weak ,Positive
RT   I will be severely upset if my kids aren t athletic ,Negative
RT   If it doesn t challenge you  it won t change you ,Negative
RT   God has perfect timing  never early  never late  It takes a little patience and it takes a lot of faith but it s wo    ,Positive
RT   Mitchell and George re united    #BeingHuman #hobbit  hahahaha     x http   t co  kARHXTv,Positive
RT    Obsessed is the word lazy people use to describe dedicated ,Negative
RT   Never lower your head  Hold it high  Look the world straight in the eye ,Negative
RT   New year  new records  Your personal best is just the beginning  #makeitcount http   t co y lza zM,Positive
RT   Practice like you ve never won  Play like you ve never lost ,Positive
RT        is a magic number  Conquer the marathon  http   t co IWI eAnk,Positive
RT   Vision  amp  goals   why we love them and how to get started  http   t co  yd ntpY #readysetgoals,Positive
RT   wow no don t hate on harry do you really want him to end up like this again  http   t co DcH PgME,Positive
RT   Either  we heal  now  as a team  or we will die as individuals    Any Given Sunday ,Negative
RT   Depression is three times more common in people with #migraine or severe headaches  http   t co EdVOhwUD,Negative
RT   Repeated #headache attacks  and often the constant fear of the next one  damage family life  social life and employment http       ,Negative
RT   I just want to be a happier  healthier  less stressed person in      that s what I m working towards,Positive
RT   If your dreams don t scare you a little bit  they aren t big enough ,Positive
RT   Learn about the warning signs for suicide and how to help for yourself  a friend  or even someone online  http   t co WB    ,Negative
RT   Motivation is what gets you started  Habit is what keeps you going   Jim Ryun,Positive
RT   Happy New Year lovely blood donors   Look forward to helping more people with you in         ,Positive
RT    Tomorrow  is the first blank page of a     page book  Write a good one    Brad Paisley,Positive
RT   Be careful tonight everybody  #dontdrinkanddrivestupid,Positive
RT   Don t wish for it  Don t wait for it  Work for it ,Negative
RT   What I ll be doin when the clock strikes midnight  http   t co vJHpOR  ,Negative
RT   FIVE MINUTES LEFT TO STOP KONY,Negative
RT   What would you do if you weren t afraid of failing  http   t co atd XbOR #readysetgoals,Positive
RT   The only thing holding you back from being the best is YOU ,Positive
RT   Tomorrow is the first blank page of a     page book  Write a good one ,Positive
RT   Pls stay away from fireworks  They are dangerous   leave it to d professionals trained to handle them  http   t co w    ,Positive
RT   Could therapists serve prison time for patients  crimes  http   t co J hskFwm ,Negative
RT   LIFE WAS FAB WHEN YOU HAD ONE OF THESE http   t co QNOPu fF,Positive
RT   Weight training can improve your appearance and strength   in less time than you might think  http   t co xxgiZz  ,Positive
RT   Start strong  stay strong  and finish strong by always remembering why you re doing it in the first place ,Positive
RT   If you keep touching  amp  picking at your face things will only get worse   Hands OFF  ,Negative
RT   Don t bother with diet resolutions this year  resolve to get AV Membership it ll last lots longer the diet  http   t c    ,Positive
RT   Mental health problems are as real as a broken arm  even though there isn t a sling or plaster cast to show for it htt    ,Negative
RT   A person who really wants something will find a way  a person who doesn t will find an excuse ,Positive
RT   Morning all  we re looking to increase O  blood stocks  if you re eligible please make an appt in the next week or so     ,Positive
RT   You can t achieve your goals if you only work when you feel like it ,Positive
RT   Those who do not find time for exercise will have to find time for illness   Earl of Derby,Negative
RT   The NHS is far from perfect  but in a few years time  there will be public outrage when people realise that the Coalition     ,Negative
RT   There are no mistakes in life  just lessons ,Negative
RT   Be safe out there tonight  drink lots of water  look out for your mates  don t drink or drug drive  most importantly h    ,Positive
RT   Please please PLEASE don t drink and drive tomorrow  Just save this number babes   http   t co  uzH LUn,Positive
RT   There is strength in numbers  Who will you recruit as your teammates to #makeitcount in       http   t co bZFGr AD,Positive
RT   Help dismantle the  as a non profit organization https   t co kQDXTTK ,Positive
RT   Air pollution now kills more people than high cholesterol  says Lancet report http   t co eolhQa o,Negative
RT   People  send prayers   good thoughts to   one of the finest writers I know who this week had a stroke  htt    ,Positive
RT   If you had the chance tae change yer fate http   t co rbfnkRRs,Positive
RT   Calling all       year olds   we need your help  Help us achieve #   k   days call                or visit http   t co    ,Positive
RT    We  means more than one  a chance to do more  More options  more action  more wins  We will #makeitcount  http   t co a PTZg n,Positive
RT   Successful #Entrepreneur is mentoring others to success  Are you one of them  Success breeds success  Check out http   t c    ,Positive
RT   Coffee won t kill you  It s the #  source of antioxidants in the American diet    Food Myths Busted  http   t co zg     ,Positive
RT   Top story  City council leaders say deeper cuts will spark civil unrest http   t co T mpB   ,Positive
RT   It WILL hurt  It WILL take time  It WILL require dedication and sacrifice  But it WILL be worth it ,Negative
RT   Got that heart rate going  What a game  What a finish  What a win  Bring on Russia  #HockeyIsOurs #    WJC,Positive
RT   A person who wants something will find a way  a person who doesn t will find an excuse ,Positive
RT   Make a decision  Deal with it no matter if it was a good or bad one ,Negative
RT   Bike commuting is actually five times safer than driving  according to a new study from University College in London     ,Positive
RT   Surround yourself with happy  motivated people  You are who you surround yourself with ,Positive
RT   David Cameron s slight frown when talking about  serious  issues has now replaced Tony Blair s smile as the official    ,Positive
RT   My Observer piece  Food Giants Not Magazine Diets Endanger Health  http   t co GAJaQ VS Must protect against indust    ,Positive
RT   How to prevent #cancer with everyday foods http   t co BL MpcrF via ,Positive
RT   Be thankful for what you have  Work hard for what you don t have ,Positive
RT   HE S LIKE A LITTLE GIRL POSING IN HER FIRST DRESS  http   t co GuR Jha ,Positive
RT   Do you have any unwanted smellies cosmetics   a way to give them to women living in refuges  What a great idea  http   t co     ,Positive
RT   sore body today   strong body tomorrow ,Positive
RT   George White is     His wife died last month  and he s off to Switzerland to recuperate  He has a blog  It s lovely  ht    ,Positive
RT   Dream big  Work hard  Stay humble ,Positive
RT   Like seeds of pure potential encoded into the caterpillar s DNA  imaginal cells are the ingredients of metamorphosis      ,Positive
RT   Direct housing benefit credits  could push a million into debt  http   t co pIjLtRJX,Positive
RT   Most Popular Post of       Top    Chemicals Most Likely to Cause Autism  amp  Learning Disabilities http   t co hvc     ,Positive
RT   In        helped the world agree on targets and indicators for reducing noncommunicable diseases http   t co QqnUroQK  VIDE    ,Positive
RT   Question to ask yourself EVERY morning   How bad do I really want success  ,Negative
RT   Love this so much  Oculus cast fishing  Never do this on a hangover  Please  http   t co Zgxuz JI,Positive
RT   Do you have any unwanted smellies cosmetics   a way to give them to women living in refuges  What a great idea http   t co u    ,Positive
RT   E mail from    Accounts similar to Pope Benedict XVI      YOU LOSE TWITTER    http    ,Negative
RT   As much as I love the new TARDIS  it does look a bit like a nightclub    http   t co  dQmmgdI,Positive
RT   a very happy birthday to Mr Bernard Cribbins who is    today  http   t co Y Jwiemh,Positive
RT   It WILL hurt  It WILL take time  It WILL require dedication and sacrifice  But it WILL be worth it ,Negative
RT   The purpose of fear is to determine how badly you want your dream    Robin Sharma,Negative
RT   Only God Can Judge Me   So who Are you,Positive
RT   Funding alert  PatientSafe Solutions raises    M for iPod touch clinical apps http   t co  OZVVvQX,Positive
RT   Don t neglect your legs  People burned more calories the day after lower body resistance training vs upper body  a Sy    ,Positive
RT   Try  Hope  Dream  Effort  Sweat  Smiles  Tears  Setbacks  Comebacks  Run ,Positive
RT   Check out this #fitness  #FatLoss  amp  #weightloss article I wrote on the top ten fat burning foods to #shape you  http      ,Positive
RT   Honey  Nutmeg  and Cinnamon Face Mask   This facial mask is perfect for dealing with acne flare ups  http   t co uPO kZYw,Positive
RT   Around the world  WHO  our Member States  partners  work tirelessly to improve people s health  Happy New Year  http   t co Qqn    ,Positive
RT   Pain is always temporary  It will go away  But quitting lasts forever ,Negative
RT   when my mum decides to tell everyone how obsessed i am with the boys http   t co fmRBnVek,Negative
RT   In       we will reinvent the fun run  #makeitcount http   t co p n yFXJ,Positive
RT   How I feel after the Christmas Holidays http   t co  qrO ky ,Positive
RT    The difference between success  amp  failure is not whether you suffer from stress  but how you deal with it when you d    ,Positive
RT   Are you new to fitness or know someone who is  We have put together a beginner s guide  http   t co K b umGH,Positive
RT   Brilliant BBC       trailer  Trouble at mill for Doctor Who   and more http   t co QEoesQ M via ,Positive
RT   I met my best friend through sports    #  FactsAboutMyBestfriend,Positive
RT   I thought you might enjoy this sign from Brussels airport    http   t co mYLkE oJ,Positive
RT     in   people will experience a mental health problem in any given year  It s #timetotalk http   t co  XhrEyyN,Negative
RT   Feeling the lull between Christmas and New Year  Why not get involved in one of these #MH research projects   gt  http   t    ,Positive
RT   New campaign highlights damage done by every single cigarette  http   t co S cqYJLQ,Negative
RT   The greatest threat to public health from #arsenic originates from contaminated groundwater http   t co leaoSmhS,Positive
RT   Letting #shooters loose in National  Parks will reduce safe enjoyment  esp for families with children  Please recons    ,Positive
RT   Pain is nothing compared to what it feels like to quit   Author Unknown,Negative
RT   If you want something  do everything you can to get it  achieve it  or accomplish it        IT S YOURS ,Positive
RT   Brown sugar will add moisture to your skin and also works as an amazing exfoliator   Brown Sugar Mask  http   t co Qjk    ,Positive
RT   Avocado helps liver by increasing antioxidant glutathione a compound in #liver that helps keep everything in check     ,Positive
RT   CREATIVE BLITZ  A slight alcohol buzz can boost your cleverness and problem solving skills  finds study  http   t co    ,Positive
RT   If you re aged       you can save someone s life by donating your bone marrow Join our donor register today #bethecure    ,Positive
RT   In Africa  an estimated     million people live below the  extreme  poverty line of less than    a day  http   t co  FDaUjKE,Negative
RT   Is a calorie a calorie  Not according to Dr  Rob Lustig s powerful new book  which shows why sugar is uniquely bad  h    ,Negative
RT   Just won the      http   t co AhWU lig writer of the year award I truly enjoy helping people on #fitness  amp  #weightloss    ,Positive
RT   Whole eggs better than white only for insulin resistance http   t co MgE QplY thanks ,Positive
RT   I CANT STOP LAUGHING HES LIKE  GET ME AWAY FROM THIS HELL  http   t co FEDcuRdB,Negative
RT   Driving in the snow  Take it slow  Keep extra distance between vehicles and be careful out there  http   t co  a   TUg #we    ,Positive
RT   #MentionPeopleWhoYouNeverForget FAMILY  amp  FRIENDS  Without them  I don t know what I d do  I LOVE YOU   lt  ,Positive
RT   #WhenIWasLittle skinned knees are easier to fix than broken hearts ,Negative
RT   #Cholera is a preventable disease provided that safe water and proper sanitation are made available http   t co kxaL ryQ,Positive
RT    When diet is wrong  medicine is of no use  When diet is correct  medicine is of no need    Ancient Ayurvedic Proverb,Negative
RT   Researchers have found that it is easier to fall asleep and stay asleep if the temperature in your home is cooler than    ,Positive
RT   THE LIFE OF THE WORLD POPULATION IS NOW BETTER THAN IT EVER WAS  BUT STILL  THE LIFE OF MOST PEOPLE IS VERY FAR FROM HO    ,Positive
RT   #Cholera is an acute diarrhoeal disease that can kill within hours if left untreated     facts  http   t co kxaL ryQ,Negative
RT        survey reveals Swedes think the world is as it was    years ago  Why does Media amp Schools fail to upgrade the mi    ,Negative
RT   Are you prepared for #winterweather  Visit the #CDC Winter Weather website for tips to stay safe and healthy  http      ,Positive
RT   Love your haters  amp  be an unwavering stance of excellence  Never back down  http   t co rYg QBrG,Positive
RT   A Colorado runner narrowly escaped a mountain lion  Here are tips from  to avoid such encounters  http   t co    ,Negative
RT   IM SCREAMING JUST LOOK AT THOSE ARMS http   t co GqDSfjhY,Negative
RT   Just like any other community  the gym requires some special considerations  Check out these    gym  don ts   http     ,Positive
RT   Fantastic   reveals #DoctorWho stamps for   th Anniversary http   t co GmBMveQf,Positive
RT   RIP to all those BBC characters we lost this year http   t co hznUVCix,Negative
RT   Thrilled to say that the  are releasing #DoctorWho stamps to mark the   th anniversary http   t co PC oxB d htt    ,Positive
RT   Christmas is great  Eager youngsters kept awake with excitement for the arrival of a fictional figure  Yes  the overni    ,Positive
RT   Nothing worth having comes easily  You have to work for it ,Positive
RT   A note on Boxing Day Sales  if you spend      on stuff that would have cost      two days ago  you have NOT saved m    ,Positive
RT    yawns  stretches  Ah  Another day  as the Pope puts it   destroying the very essence of the human creature   Good times    ,Negative
RT   One of the trademarks of a champion is that he can outlast you    Lou Brock,Positive
RT   The Islamic community played a leading role in ensuring all #children get vaccinated against #polio in #Pakistan http   t co s     ,Positive
RT   You don t always get what you wish for  you get what you work for   Unknown,Positive
RT   Tell me I can t  then watch me work twice as hard to prove you wrong ,Negative
RT   Well  Exercise and the Ever Smarter Human Brain http   t co sYi    J,Positive
RT   Being perfect is about being able to look your friends in the eye and know that you didn t let them down    Friday Ni    ,Positive
RT   Why is the government supporting both sides in the war against obesity  Bittman on why SNAP shouldn t pay for soda  h    ,Positive
RT   The greatest mistake you can make in life is to continually be afraid you will make one ,Positive
RT   This joke only works once a year    http   t co GcrfhlYI,Positive
RT   Vitacost HEALTH FLASH  Ugly holiday sweater edition  Show us your sweaters    submit your pics to Facebook or Twitter  htt    ,Negative
RT   Someone will always say you can t  Prove them wrong ,Positive
RT   Tell me I can t  then watch me work twice as hard to prove you wrong,Negative
RT   If Your A      Steps Away from God   He will Take     Steps Just So you will Take that one #KeepFaithInHim,Positive
RT    Can we just talk about how Benjamin Cook resembles the YouTube logo   http   t co qi JKuRh AMAZING  #BecomingYouTube,Positive
RT   It s Christmas day but for most carers  there are no  days off   If you care for someone  Carers UK is here for you  http     ,Positive
RT   Merry christmas from all the family  http   t co RmJost r,Positive
RT   How exciting does next year s #DoctorWho look  Watch the  Coming Soon  trail again  How many monsters can you count  h    ,Positive
RT   Enjoy Doctor Who later  everyone http   t co  ryGHDRi,Positive
RT   Merry Christmas from Camryn and all the kids of   http   t co GToXWEie,Positive
RT   Whilst you re enjoying Christmas presents and food and happiness  remember how John Watson is spending his Christmas      ,Positive
RT   Merry Christmas to all nurse and other HC workers   especially those of you working today #heroes,Positive
RT   A person who really wants something will find a way  a person who doesn t will find an excuse ,Positive
RT   Let those who underestimate you because of your weaknesses see how strong you can be with God  #iHQ,Positive
RT   Gratitude to    amp  Hudsons for rolling up their sleeves  amp  serving our dream families  #DreamTe    ,Positive
RT   May the spirit of Christmas bring you peace  The gladness of Christmas give you hope  The warmth of Christmas grant you    ,Positive
RT   HA HA     Just chilling before the big day     http   t co PEmnPKhY,Positive
RT   UK TV to air classic Doctor Who episodes in       http   t co D hYynaq Thanks to ,Positive
RT   Winter storm safety tips  for those of you in the path of the storm  Stay alert and prepare  http   t co yYRdDd O,Positive
RT   Little kids look up to you  They want to be you  Be someone worth looking up to ,Positive
RT   Share a message of hope with the kids of  by creating an ornament to hang on the St  Jude Children s Tree at  http       ,Positive
RT   There are already plenty of obstacles in your path to success  Don t allow yourself to become one of them ,Negative
RT   Front cover of Empire magazine  CumberSWAG  So excited for Star Trek  MERRY CHRISTMAS FANDOM   http   t co NFAhMTzN,Positive
RT    Rose Tyler and Donna  and now both the Ponds  Had their fun with The Doctor  and now they re all gone   http   t co y e    ,Positive
RT   Number of homeless families in B amp Bs on the rise http   t co  rAi WIj,Positive
RT   Train insane or remain the same ,Negative
RT   #Food   The TOP     Foods that FIGHT Aging   http   t co fX sXJJ ,Negative
RT   HCG Drops Diet from HCG Diet Universe   Best HCG Diet Program http   t co mmI czMV,Positive
RT   You either suffer the pain of discipline or the pain of regret  Pick a side ,Negative
RT   Jerry says  Happy Festivus to all  Enjoy your grievances      http   t co UUkH R k,Positive
RT   Wanna know what  really  happens when you dislike a  video  http   t co uC OiTxx #BecomingYouTube,Negative
RT   Manufactured Fear   A history of false flag attacks used to manipulate the minds of the people  http   t co u BCKCAh     ,Negative
RT   Andrew Wakefield  father of childhood vaccine fear epidemic  given award for  lifetime achievement in quackery  http   t co Ki    ,Positive
RT   Strength is the product of struggle ,Positive
RT   Margaret Moran  who only paid back   k of    k she wrongly claimed in exes  has   houses worth   m in total http   t    ,Positive
RT   Be happy  A positive outlook on life will reflect through your skin  You will appear more  glowy  and just look brighter ,Positive
RT   Vastra and Jenny confront the sinister Doctor Simeon in this brilliant preview clip from The Snowmen  http   t co pBnuWAXk,Negative
RT    News  V Chip for Fast Point of Care Diagnostics From a Drop of Blood  VIDEO  http   t co qiydMygA #medicaldevice,Negative
RT   People lose their #Hair if they do not get the necessary proteins  minerals  amp  vitamins that are essential for hair grow    ,Negative
RT   Miss Universe Olivia Culpo  Her Diet and Workout Program http   t co mmBP fDV #missuniverse #missusa #oliviaculpo,Negative
RT   Can t beat a good Doctor Who reference for the end of the world  http   t co b MQtSb ,Negative
RT   THE   P s  Be positive  patient  and persistant  #WordsToLiveBy,Positive
RT   President George H W  Bush s resignation letter from the   From      but sheds light on current top man at NRA htt    ,Positive
RT   When you win  say nothing  when you lose  say less   Paul Brown,Positive
RT   Life is like photography  We develop from the negatives  #LiveAndLearn,Positive
RT    Talent is God given  Be humble  Fame is man given  Be grateful  Conceit is self given  Be careful      John Wooden,Positive
RT   Show your immune system some love  #FreeSamples of Emergen C here  http   t co WxNjSonk,Positive
RT   Train like you are  nd  but play like you are  st   ,Positive
RT      kids are murdered every day in the U S  VIDEO  Kids speak out about Newtown  amp  #demandaplan beyond just gun control     ,Negative
RT   You re one tough workout away from a great mood ,Positive
RT      Things Happy People Do Differently http   t co OGtUmWwj #gratitude #optimism #kindness #forgiveness #happiness #health,Positive
RT    It is our attitude at the beginning of a difficult task which  more than anything else  will affect it s successful     ,Positive
RT   Today let us intend the dawning of the Age of Aquarius critical mass  when peace will guide the planets  amp  love wil    ,Positive
RT   This made me laugh out loud http   t co oD pJDRy via  ,Positive
RT   HA HA     Why you should never put fairy lights in a palm tree     http   t co tyAFLFiI,Positive
RT   Hilarious new clip from the      Doctor Who Christmas Special  THE SNOWMEN  http   t co FJ WkLW ,Positive
RT   Millions of germs hide under watches  amp  bracelets  amp  there could be just as many germs under your ring  Be sure to cl    ,Positive
RT    I suggest we put a teacher in every gun store    Jef Johnson ,Negative
RT   Top ten Christmas health risks http   t co QQ VKU D,Negative
RT   The Six W s  Work will win when wishing won t   Todd Blackledge,Positive
RT   #ThatTeammate who thinks they should start    But doesn t work hard enough to earn the right ,Positive
RT   I ll never be PERFECT  but I can be better ,Positive
RT   Must read  RAND s Arthur Kellerman on NRA s    year suppression of public health research and data on firearm violence    ,Negative
RT   I do it because I can  I can because I want to  I want to because you said I couldn t ,Positive
RT   Daisy s our little star tonight  Please donate to help children like her  #TextSanta http   t co kZ   O s,Positive
RT   Help the Food Allergy Foundation help others http   t co iWMBF AR #foodallergy http   t co   dE s  ,Positive
RT   Dear USA  If you spent more on education  amp  less on guns perhaps you wouldn t need armed guards at schools http      ,Positive
RT   I saw in India  vaccinators wipe out polio  In Pakistan they are murdered  NYT  Female Vaccination Workers Become P    ,Negative
RT   Car troubles can ruin your #holiday cheer  Prepare your car for #winterweather and avoid the headache   http   t co LCqAUdDS,Negative
RT   EXCLUSIVE  Sing a long with our Christmas carolling video from The Doctor and Strax   Merry Christmas  #DoctorWho http   t c    ,Positive
RT   Walks And Walking   Challenging Walks in Epping Forest  http   t co IS wuzeH,Positive
RT   Another photo of David Tennant in  nativity play  http   t co IfGtA ov,Positive
RT   Doubt me all you want  I will prove you wrong ,Negative
RT   If you re aged       you can save someone s life by donating your bone marrow  Join our donor register today #bethecur    ,Positive
RT   By keeping yourself on a regular sleep schedule you may be able to wake up more easily in the mornings  amp  get to sleep m    ,Positive
RT   The problem with organic groceries is that sometimes there are large  disconcerting life forms living in the produce      ,Negative
RT   Nativity    Dude  Where s My Donkey  is well underway     #DavidTennant deserves another BAFTA    http     ,Positive
RT   Pssst   Can we UK and European folk please stop tweeting at midnight tonight  to freak out the Americans and Canadians     ,Negative
RT   I don t know what s worse      Hearing  THE WORLD WILL END TOMORROW  or  EVERYBODY ON THE LINE ,Positive
RT         mg of immune support goodness starts here  #FreeSamples  http   t co WxNjSonk,Positive
RT   Fantastic visit with  at his Youth Center this week in South Africa  his joy is visible and contagious  h    ,Positive
RT   Protect yourself just in case the world doesn t end tomorrow  http   t co DqTPCpRL  #mayans #apocalypse #safersex,Positive
RT   Between us all we should find this       My late wife s  cariad  ring  stolen last night  If you see it    ht    ,Negative
RT   Age is just number  not an excuse to treat older people differently  Support  #ageoldexcuse campaig    ,Positive
RT   Bilbo was surprised to wake one morning and find a Tesco had been built next to his house  It was an unexpected item i    ,Positive
RT   Superb piece by Tory MP  on why foodbanks are a symptom  not a solution http   t co bYe AGsW #foodpove    ,Positive
RT   One of Australia s leading public health economists  Prof Gavin Mooney  amp  partner murdered in Tasmania  Awful  htt    ,Negative
RT   Water is one of the best anti aging treatments around  It improves skin complexion  moisturizes your skin  keeps it fresh      ,Positive
RT    Never love anybody who treats you like you re ordinary   Oscar Wilde,Positive
RT   I ve played computer games my whole life and never stolen a car  GTA d  COD d  Creeded  or taken mushrooms and run aroun    ,Positive
RT   It takes   minutes to register as a donor and you could be saving lives  A fabulous Christmas present  http   t co q N    ,Positive
RT   Can you spare   minutes to help us with a short survey for our next campaign in       http   t co N w  lcN,Positive
RT     studies suggest beneficial effect of ice baths  http   t co OVlTcQNv By no means definitive or the last word  but     ,Positive
RT   I do it because I can  I can because I want to  I want to because you said I couldn t ,Positive
RT   Never let anyone tell you you re not good enough ,Negative
RT   If #GMO was good  the food industry would have a big banner and label on foods called  GMO GREAT FOR YOUR HEALTH  h    ,Positive
RT   Just launched Australia s first ever National LGBTI Ageing and Aged Care Strategy   check it out at http   t co HsF  NE ,Positive
RT   So THIS Is What The #TARDIS Looks Like Now  http   t co WOtDWcz  #DoctorWho,Positive
RT   BRRRR  Two new studies suggest ice baths DO help with muscle recovery  http   t co QxXVVG W,Positive
RT   Re that awful NRO Charlotte Allen post  as  points out  big dudes rushed Jared Loughner in AZ to no avail ht    ,Negative
RT   The holidays are a time to share joy  Create and share your message of hope with the kids of   http   t co ORcMh yG ,Positive
RT   Check out this new #fitness #article I interviewed with   top fitness professionals on #nutrition  amp  #weightloss http      ,Positive
RT   MRIs of a    year old v s a    year old triathletes legs #amazing  if u don t use it  u lose it  I m gonna run  eva htt    ,Positive
RT   Great to see  still making news from his gold medal giveaways to fans in Istanbul  LA Times  http   t co Y V FrpV,Positive
RT   There may be people that have more talent than you  but there s no excuse for anyone to work harder than you do   Der    ,Positive
RT   This animation explains the news that   in   UK men will be at risk of developing cancer by      http   t co  sL nbdO #Resear    ,Negative
RT   European trial confirms commonly prescribed antibiotic ineffective for treating cough http   t co rIlvDWBl,Negative
RT   Don t stop when it hurts  stop when you re done ,Positive
RT   Coffee and cocoa combined are the perfect pair to help your skin  Recipe   gt  http   t co dGsRuoEY,Positive
RT   #ifyouknowbirmingham you ll have heard of my amazing boy  and is vision to make the world a better plac    ,Positive
RT   It is clear that financial squeeze on NHS will reduce capacity  drive up waiting lists and fuel privatisation process  htt    ,Positive
RT    Don t pray for lighter burdens  but for stronger backs     Unknown,Positive
RT   Thanks to the BBC we are thrilled to unveil the new look TARDIS interior in all its glory    http   t co t gZj  T,Positive
RT   To change one s life     Start immediately     Do it flamboyantly     No exceptions    William James,Negative
RT   How to eat yourself into a good mood  http   t co zIwExy G  #nutrition #moodswings #health,Positive
RT   Play your heart out for what your jersey says on the front and people will respect  and remember  what your jersey sa    ,Positive
RT   Everyone falls down  Only the best get back up ,Positive
RT   Thanks to  players for helping us provide food to      families  http   t co nNYYMpqp,Positive
RT   Never let the fear of losing get in your way of winning ,Negative
RT   WOW  NEW TARDIS INTERIOR REVEALED  NEW PIC    http   t co zvpUoqQr,Positive
RT   We rise in darkness to shovel ponds  #HockeyIsOurs http   t co  ftS Raz,Negative
RT   What a great  appropriate front page on The Kerryman   http   t co TtZiPOYC ,Positive
RT   Are your gains stalling  Use these five easy tips to explode through plateaus and rev up your strength gains  http      ,Positive
RT   A persistent accident that only gets attention at times like now  Father kills   year old son outside PA gun store  ht    ,Negative
RT   Mencap is disgusted by the manifesto of  candidate Geoffrey Clarke   join us in telling him we are #notaburden     ,Negative
RT   Sometimes the words left unspoken are the most important ones that should have been said ,Positive
RT   We ve reblogged  from  yesterday   Why the media is still getting it wrong on mental health  ht    ,Negative
RT     MythsofChristmas  Voice of an angel    Carol singers a health and safety risk  http   t co gU qItCu #sleighedmyth,Positive
RT   Britain to help vaccinate  m people in Darfur to tackle worst yellow fever outbreak in    yrs  News  http   t co a XisoES #    ,Negative
RT   To be old and wise  you first must be young and stupid      ,Positive
RT   Morning #teamnuts it s #survivorTuesday a day to rejoice in those who have beaten cancer and those still fighting  Go    ,Negative
RT   Haters are the people who broadcast your failures yet only whisper your success,Negative
RT   Studies show lack of #sleep can lead to obesity  diabetes  high blood pressure  heart disease  amp  increases risk of traff    ,Negative
RT   Don t ever forget who was there for you when no one else was ,Negative
RT   Thieves stole Christmas presents  childrens hospital   help  replace them http   t co PP    ,Negative
RT   Want to run a half marathon in       Get in the mindset  Here s your game plan  http   t co kOc URKu Make your reso    ,Positive
RT   When food divides rather than unifies the generations in a family  Nice piece  http   t co vjQsB Cy,Positive
RT   I met my best friend playing sports ,Positive
RT   Check this #fitness #weight loss workout #article I wrote on the best home exercises  It s a killer work out http   t co R    ,Negative
RT   At present  #malaria surveillance systems detect only one tenth of the estimated global number of cases http   t co  IAIlw  ,Positive
RT   Brilliant new #DoctorWho  Watch A Christmas Prequel  Vastra Investigates by Steven Moffat  http   t co MKyZrwRE,Positive
RT   Noni Plant and its Health Benefits http   t co pZmO i o #noniplant #nonijuice #nitricoxide #no  #health #vitamins #natura    ,Positive
RT   The #DoctorWho Christmas special will premiere a revamped theme tune and opening title sequence  Find out more  http      ,Positive
RT   Cold homes  amp  rising bills having a terrible impact on #mentalhealth  Pls sign  petition  http   t co elx    ,Negative
RT   #    taughtme it s not safe to go to school  the movies  or the mall anymore,Negative
RT   Talking about mental health doesn t have to be scary  Little things can make a big difference  http   t co  XhrEyyN #t    ,Negative
RT   When I was a child we used to collect for famine relief in Africa  Now we collect for food banks in Farnham ,Positive
RT   Good luck to surgeon Ed Jesudason in Manchester High Court today  NHS whistleblowers have very little legal protectio    ,Positive
RT   This picture will make you smile   with some of the #Newtown children  http   t co YLbov B ,Positive
RT   The beautiful faces of the innocent children lost in Newtown  CT   May they forever rest in peace  love and laughter  ht    ,Positive
RT    the streets of heaven are crowded with angels tonight   #Newtown http   t co pJ I ipF,Positive
RT   Check out this #weight loss and #fitness #exercise #article I wrote on the risks of too much #cardio http   t co Q HZVsT ,Negative
RT      Victor Cruz will honor one of the fallen today http   t co SDhmY  y this Is So Sad hate even rea    ,Negative
RT   Oh my God  This response from UKIP to  s wife on equal marriage is horrible  http   t co ewzRDgS ,Positive
RT   Congratulations to the newlyweds Lauren and Randy De Puniet  #love   http   t co UY o   j,Positive
RT   DH figures reveal massive outsourcing shift as non NHS providers dominate AQP      of all providers  http   t co DN aY Bv,Negative
RT   Train insane or remain the same ,Negative
RT   BE THANKFUL for what you have  amp  BE HUMBLE for what you have done ,Positive
RT   Why would you allow people with no ambition or direction to distract you from your purpose ,Negative
RT   Suspect used      caliber rifle  This is a picture of a      rifle  This is legal    http   t co kKP tIkd #p ,Negative
RT   If you like food and you like sports  you re my type ,Positive
RT   Important read on autism and violence  Thank you  http   t co lHeHw sr,Positive
RT   You don t need to be a body builder to lift weights  Strength training is an important part of any exercise routine  These ,Positive
