tidy_tweet,Sentiment
 It s quite insulting to the millions of student loan borrowers in #California        I  https   t co gj  NF RAG,Negative
This is a crisis  #Utah has                in total student loan debt  #StudentDebtFacts  ,Negative
RT   A government that profits from our financial struggles is corrupt  This #StudentDebtStory is exactly why we must #VOTE o ,Positive
A government that profits from our financial struggles is corrupt  This #StudentDebtStory is exactly why we must  https   t co BAT rgERuy,Positive
No more ILLEGAL delays by Betsy DeVos      https   t co eizpvFCvYe,Negative
 #StudentDebt continues to prevent young people from starting families and purchasing homes  it prevents entreprene  https   t co XohHsnAK  ,Positive
RT     looks v pretty in print   also still looks good on the internet  https   t co nULxTSDP    https   t co xbL ,Positive
Election Day is ONLY   DAYS AWAY    Are you ready to vote for candidates committed to ending the                     https   t co haq xr  H ,Positive
This is a crisis  #Texas has                 in total student loan debt  #StudentDebtFacts  ,Negative
RT   A wave of women are running for office AND talking about their student debt       https   t co sjXp eIUdE,Negative
A wave of women are running for office AND talking about their student debt       https   t co sjXp eIUdE,Negative
Our future is on the line  Make the commitment to #vote for #studentloan reform on November  th   https   t co  zNOzUYiBs,Positive
This is a crisis  #Tennessee has                 in total student loan debt  #StudentDebtFacts  ,Negative
 When you move to Maine  the money you spend toward paying your student loan debt each year is subtracted from your  https   t co xwqZlCWZo ,Negative
RT   Go  #NorthCarolina  Lowering tuition is an important part of ending the #studentdebtcrisis     https   t co ifNzvb Npj,Negative
Go  #NorthCarolina  Lowering tuition is an important part of ending the #studentdebtcrisis     https   t co ifNzvb Npj,Negative
#Illinois has           people with #studentdebt    amp   tell us your plan to help them      https   t co ygt SmNyCr,Positive
RT   It doesn t have to be this way  Restore the #AmericanDream for students and parents  Read a #StudentDebtStory in your st ,Positive
It doesn t have to be this way  Restore the #AmericanDream for students and parents  Read a #StudentDebtStory in yo  https   t co O BeELbG V,Positive
This is a crisis  #SouthDakota has                in total student loan debt  #StudentDebtFacts  ,Negative
Graduate students pay more for tuition and have higher interest rates on their student loans  It is a recipe for fi  https   t co irtImz T  ,Positive
The student debt crisis is over                     Your voice can end it    Pledge to #Vote  https   t co Khmy WFXS ,Negative
Nearly     Americans can t keep up with their student debt six years after graduation  These programs can help   https   t co AwaQbrhsKX,Positive
#Congress created the #studentloan forgiveness program to encourage careers in #nursing  #lawenforcement  and  https   t co  V  hcalmk,Positive
 Minimizing average folks  struggle  and blaming others is always easier than acknowledging our role   our collecti  https   t co GLqtsHeYBl,Negative
RT   In a speech Thursday  the former top student loan official at the CFPB made the case for changing the rhetoric around th ,Positive
Share this #StudentDebtStory if you plan to #Vote for pro education candidates on November  th  https   t co RGiZ  dEz ,Positive
RT   Today  the student debt crisis reached                      #ElectionDay is    days away    Pledge to Vote for candidate ,Negative
RT    Disgusting  Shaming Americans for having #studentdebt is shaming them for making a significant sacrific ,Negative
This is a crisis  #SouthCarolina has                 in total student loan debt  #StudentDebtFacts  ,Negative
 Disgusting  Shaming Americans for having #studentdebt is shaming them for making a significant sac  https   t co  VnUSTAuTu,Negative
RT   Believe it or not  Devin Nunes is attacking me for having student loan debt  I ve been a public advocate for student d ,Negative
Tuition and interest rate increases are stoking the flames of the #studentdebtcrisis       https   t co blYUVGCqZI,Positive
Today  the student debt crisis reached                      #ElectionDay is    days away    Pledge to Vote for cand  https   t co zFUI tk bO,Negative
THE SYSTEM IS BROKEN     The government has rejected     of Public Service Loan Forgiveness applications   https   t co iMlflFVHm ,Negative
This is a crisis  #RhodeIsland has                in total student loan debt  #StudentDebtFacts  ,Negative
  blocking #studentloan forgiveness is ILLEGAL  This is a BIG WIN for Americans with #studentdebt       https   t co GVCofU Om ,Negative
RT   #NewYork received complaint after complaint about the abuses of # profit #colleges    https   t co x kjTuWOEe,Negative
RT   In states across the country  young voters have the opportunity to represent #Dreamers at the polls and have a major im ,Positive
#NewYork received complaint after complaint about the abuses of # profit #colleges    https   t co x kjTuWOEe,Negative
ICYMI  A top official resigned blaming the Trump Administration for unchecked #studentloan abuses   https   t co OaSlS  Ivr,Negative
This is not great for America s economy   #studentdebt prevents people from starting a business    https   t co zTsFLcYdX ,Negative
Is education a priority in your life  Make sure it is a priority in Washington  too  Pledge to #Vote today   https   t co FtSLPTkVQn,Positive
This is a crisis  #Pennsylvania has                 in total student loan debt  #StudentDebtFacts  ,Negative
RETWEET if you will #VOTE for candidates who support free #college     https   t co Jbd iDGAr ,Positive
RT   State level #StudentLoan Borrower #BillofRights are an important part of the solution  We cannot wait for the federal go ,Positive
State level #StudentLoan Borrower #BillofRights are an important part of the solution  We cannot wait for the feder  https   t co tmHQ Oa Hj,Positive
RT   More than     members of Congress sent a letter to Betsy DeVos demanding an explanation as to why millions of teachers ,Negative
RT   ICYMI  Betsy DeVos cannot illegally delay a #studentloan forgiveness program    https   t co tBOqWvmmHu,Positive
ICYMI  Betsy DeVos cannot illegally delay a #studentloan forgiveness program    https   t co tBOqWvmmHu,Positive
RT   Shout out to  for using his platform to fight for students  Together   one borrower at a time   we can end ,Negative
Shout out to  for using his platform to fight for students  Together   one borrower at a time   we ca  https   t co  GvCSLB WW,Negative
RT    Women in the United States hold over      billion in #studentdebt  That s nearly two thirds of America s      trillion ,Positive
 Women in the United States hold over      billion in #studentdebt  That s nearly two thirds of America s      tril  https   t co Ztt cu Mr ,Positive
RT    Just as #women are fighting to preserve ownership of their bodies  amp  for equal protection under the law  galvanized by # ,Negative
 Just as #women are fighting to preserve ownership of their bodies  amp  for equal protection under the law  galvanized  https   t co YKh Q OcHC,Negative
This is a crisis  #Oregon has                 in total student loan debt  #StudentDebtFacts  ,Negative
RT   Listen up #SouthCarolina  #StudentDebt is a crisis that we don t have to accept anymore  You have a #StudentDebtStory an ,Negative
Think about it     #SouthCarolina has                 in total #studentdebt  That holds entire families back from the American Dream ,Positive
RT   #SouthCarolina has         people with student loan debt  They want to hear from  and   wh ,Negative
#SouthCarolina has         people with student loan debt  They want to hear from  and  https   t co Ce Ua mjwk,Negative
Listen up #SouthCarolina  #StudentDebt is a crisis that we don t have to accept anymore  You have a  https   t co MMVzjEvprv,Negative
#Trump and #DeVos think they can get away with blocking #studentloan forgiveness programs      #Teachers are fighti  https   t co  vurBaNWhd,Negative
Today  the student debt crisis reached                      #ElectionDay is    days away  Vote for candidates dedic  https   t co YoEs c zIy,Negative
This is a crisis  #Oklahoma has                 in total student loan debt  #StudentDebtFacts  ,Negative
Think things were bad after the Great Recession  Experts worry that the next generation of graduates may never be a  https   t co VmtivnsDAS,Negative
RT   Sacrificing #retirement to pay for #studentloans is a recipe for financial disaster       https   t co  EJffdT   ,Negative
Sacrificing #retirement to pay for #studentloans is a recipe for financial disaster       https   t co  EJffdT   ,Negative
Top Democrats urge FHFA s Otting to clarify plans for GSEs https   t co foHfT P il,Positive
Loan officers  don t forget to complete our Top Producers      survey by Feb      #TopProducers    https   t co i YehVgx c,Positive
New home sales plummet on affordability burdens for buyers  according to  https   t co VKUKwEA Hn,Negative
  Fargo takes back top spot for  multifamily in      https   t co Dxwh lJzEE,Positive
Rated securitizations may whet Wall Street appetite for house flipping loans https   t co fmzAL sDFz,Positive
   million #mortgage documents exposed in #data security lapse #cybersecurity #breach https   t co Pe Vb FipU,Positive
Adjustable rate mortgage share grows along with demand   https   t co j Tvz ilZ ,Positive
Richey May buys business intelligence firm Amata Solutions https   t co JfnsrzTsQR,Positive
Average #mortgage #rates remain unchanged in spite of uncertainty  according to  https   t co hp SSgfH U,Negative
NMN is pleased to launch the #TopProducers   Survey  open to #mortgage loan officers at depository  nonbank and bro  https   t co osVx XkA k,Positive
   million #mortgage documents exposed in #data security lapse #cybersecurity #breach https   t co Wcuasu lez,Positive
#Mortgage applications decrease as rising rates reduce loan demand  according to   https   t co Lms epO yY,Negative
Redwood Trust exercises its option to buy the rest of   Arches https   t co JDlZGKcNOX,Positive
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co  EEsbhreta,Positive
#Mortgage lenders call #construction loans their most promising product  according to  https   t co kTDaTWOPKF,Positive
  is pleased to launch the #TopProducers   Survey  open to #mortgage loan officers at depository  n  https   t co cES ztg pY,Positive
Radian buys risk management analytics provider Five Bridges https   t co VHT KqgOf ,Negative
California sees its first home sales drop in four years https   t co NUmUuPc FE,Negative
#Ditech fires COO  enters into forbearance agreements with its lenders https   t co RLLtpmOjiA,Positive
#Stock volatility boosted potential for home sales  First American #rates  News https   t co kzVaRRC nl,Positive
#Mortgage lenders call #construction loans their most promising product  according to  https   t co rHZFNyFjnv,Positive
Home prices hit brakes in December  giving buyers an edge in        https   t co LUfBbarTM ,Positive
#FHFA will no longer defend agency s constitutionality in court https   t co WVBZL oQeg,Negative
Voices  I refused a consent order  Now regulators want my #mortgage license  https   t co c KQ jr ov,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co FLXDgOqcEW,Positive
#FHA loan delays from #government #shutdown loom larger for seniors https   t co nhYzPUMSTE,Negative
Radian  Essent to offer black box #mortgage insurance pricing   https   t co B tYBsYM P,Positive
New home mortgage applications drop over stock market volatility   https   t co oDYnaij XK,Negative
Average #mortgage #rates hold steady as housing outlook improves  according to  https   t co JOdAojZkNL,Positive
Voices  I refused a consent order  Now regulators want my #mortgage license  https   t co   Tm   y u,Positive
As the baby boomers age  #mortgage lenders may face a new housing inventory problem https   t co ULOiCkB t ,Negative
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co  nYkTcSuJE,Negative
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co Vs QiACtIZ,Positive
Huge shout out to  for claiming the No    spot in our      Best Companies to Work For survey   https   t co  L d uL II,Positive
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co gmMV yz  o,Positive
Congrats to Premier Nationwide Lending for landing spot    in our      Best Companies to Work For survey  https   t co ADkATSNvbU,Positive
Shout out to  for claiming the No     spot in our      Best Mortgage Companies to Work For survey  https   t co sUme JJ mG,Positive
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co  TNeU  DHE,Positive
Congrats to  for nailing spot No    in our      Best Companies to Work For survey #BestMortgageCompanies      https   t co kqlbpC Owi,Positive
Shout out to Spring EQ for coming in at No     in our      Best Companies to Work For survey  https   t co rtogi  umK,Positive
Congrats to  for coming in at No     in our      Best Companies to Work For survey  https   t co QmJDtBp hX,Positive
#FHA loan delays from #government #shutdown loom larger for seniors https   t co ijlMlbODlC,Negative
New home mortgage applications drop over stock market volatility   https   t co  OyGKB HFi,Negative
Fed study gauges toll of student debt on millennial homeownership https   t co oZhuavML R,Negative
RT    I refused a consent order  Now regulators want my mortgage license     CEO John DiIorio explains his #mortga ,Positive
For home flippers  Pittsburgh region is a profitable bet https   t co vxkRKTQKi ,Positive
#Foreclosure low shows market recovered from housing crisis   https   t co lSDZKjTRer,Negative
Shout out to  for claiming the No     spot in our      Best Mortgage Companies to Work For survey  https   t co lRYhhKjM  ,Positive
Shout out to DAS Acquisition Company for claiming spot    in our      Best Companies to Work For survey  https   t co fNMpg Ysqu,Positive
Congrats to RoundPoint Mortgage Servicing Corp  for coming in at No     in our      Best Companies to Work For surv  https   t co aDLPgS aBm,Positive
Congrats to Deephaven Mortgage for landing spot    in our      Best Companies to Work For survey  https   t co  N K qaQuX,Positive
Voices  I refused a consent order  Now regulators want my #mortgage license https   t co iyQtXx WZg,Positive
Shout out to  for coming in at No    in our      Best Companies to Work For survey  https   t co DKoyGZt ho,Positive
Congrats to Homeowners Financial Group for nailing spot No    in our      Best Companies to Work For survey  https   t co IbZgP JAp ,Positive
Average #mortgage #rates hold steady as housing outlook improves  according to  https   t co  tuioU   s,Positive
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co Pxe Svzzxx,Negative
Congrats to First Heritage Mortgage for claiming the No    spot in our      Best Companies to Work For survey  https   t co  pqQArRrhr,Positive
Shout out to  for landing spot No     in our      Best Companies to Work For survey  https   t co YKDxkI GXq,Positive
Congrats  coming in at No     in our      Best Companies to Work For survey  #BestMortgageCompanies     https   t co FJqUbUVbwx,Positive
American Mortgage Consultants buys Meridian Asset Services https   t co yzWmNtwv x,Positive
Shout out to Direct Mortgage Loans for breaking in at No     on our      Best Companies to Work For survey  https   t co IQlZu  v l,Positive
#Mortgage #credit availability drops to two year low   https   t co thZTIq lmj,Negative
#FHFA will no longer defend agency s constitutionality in court https   t co BwrG  ZYPV,Negative
Shout out to  for breaking in at No     on our      Best Companies to Work For survey   https   t co pYIZwVDgBf,Positive
Clocking in at No     on our      Best Companies to Work For survey  congrats goes out to   https   t co IhrZrwDtzx,Positive
Big ups to United Northern #Mortgage Bankers Limited for making it up to No    in our      Best Companies to Work F  https   t co CEnTVjZTfS,Positive
Congratulations to Liberty Home Equity Solutions for making it as No     in our      Best Companies to Work For sur  https   t co krfz SGoR ,Positive
Southern metro areas account for half of      s top housing markets  according to  https   t co ZzG QbnXdO,Positive
Hats off to   No     in our      Best Companies to Work For survey #BestMortgageCompanies      https   t co omvoJ  L W,Positive
Shout out to  for hitting No     in our      Best Companies to Work For survey  https   t co hxSuhTSADU,Positive
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co  GIZzKzMXw,Negative
Is Jamie Dimon warning of a downturn  https   t co KJNbqg uEa,Negative
Congrats to  for coming in at No     in our      Best Companies to Work For survey  https   t co vWR L aqCI,Positive
Shouts to  for reaching No     in our      Best Companies to Work For survey  https   t co  bTfr yDDO,Positive
Congratulations to Republic State Mortgage for landing at No     in our      Best Companies to Work For survey  https   t co Vc uISy Pi,Positive
Good work by  for getting No     in our      Best Companies to Work For survey #BestMortgageCompanies     https   t co L  ZsjDC Z,Positive
#Mortgage lenders may need to contend with higher default rates https   t co Ri rIQULOc,Positive
Waters  A million plus could lose homes because of #HUD #shutdown https   t co TTAoRrcG  ,Negative
As the baby boomers age  #mortgage lenders may face a new housing inventory problem https   t co  yPkkDOq J,Negative
Banks are feeling effects of shutdown   https   t co  UKgvNldhr,Positive
Radian  Essent to offer black box #mortgage insurance pricing   https   t co YGKMppgatj,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co  k mWiaa x,Positive
Recruiting is the key to profitability  Highlands Residential Mortgage finds #BestMortgageCompanies      https   t co SSL  HY  s,Positive
Shout out to Taylor Morrison Home Funding for appearing at No     in our      Best Companies to Work For survey  https   t co oexKRP TEY,Positive
Congrats to  for landing spot    on our Best Mortgage Companies to Work For survey  https   t co DThqEcOJaq,Positive
Shout out to Atlantic Bay Mortgage Group for coming in at No     in our      Best Companies to Work For Survey  https   t co mqTQ Gsslm,Positive
   crafts team devoted to borrowers affected by #government #shutdown https   t co mMYOv  tHM,Positive
Congrats to  for coming in at No    on our Best Mortgage Companies to Work For survey  https   t co vwUgjZUBRW,Positive
SFIG s biggest challenge is demystifying securitization  says Bright https   t co  Lce QUPD ,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co y VNrRov O,Positive
As the baby boomers age  mortgage lenders may face a new housing inventory problem https   t co SyHto  aFd,Negative
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co U MCO    N,Positive
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co du epqo yp,Positive
Check out why these companies made the cut #BestMortgageCompanies     https   t co zqc  IA  x,Negative
Waters  A million plus could lose homes because of #HUD #shutdown https   t co ZZhWOWhHzs,Negative
Ginnie Mae head s surprise resignation prolongs permanent leadership gap https   t co mDRd skRML,Negative
Departing Ginnie Mae head Bright to run securitization trade group https   t co kvrkUU AiC,Positive
As the baby boomers age  mortgage lenders may face a new housing inventory problem https   t co cUvZclxELw,Negative
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co MkOjpdGbMe,Positive
SFIG s biggest challenge is demystifying securitization  says Bright https   t co   ZgsZQJEc,Positive
Congrats  for landing spot three in our      Best Companies to Work For Survey  https   t co VwLxWi uU ,Positive
Departing Ginnie Mae head Bright to run securitization trade group https   t co   HWMxtWXw,Positive
Congrats to  for claiming spot    on our      Best Companies to Work For Survey  https   t co tr Df   T ,Positive
L A   Orange counties see smallest house price gains in   years https   t co QD x Ns Sz,Positive
Newfi lowers #mortgage #rates for two years with new buydown program https   t co AirrI pC V,Negative
Servicers treating government #shutdown like a natural disaster https   t co PrIfAhLhnx,Positive
Ginnie Mae head s surprise resignation prolongs permanent leadership gap https   t co wCRzsLBgbL,Negative
Shout out to  for claiming spot    in our      Best Mortgage Companies to Work For Survey  https   t co u sSMGqvVw,Positive
Prepayment activity hits    year low as #mortgage refinancing decreases  says  https   t co VEipJSaaRS,Negative
Congrats to M  Lending Solutions for landing spot    in our Best Mortgage Companies to Work For Survey  https   t co WeLxqHkkHY,Positive
Government #shutdown increases mortgage lender credit risk   https   t co  X cjKhyCV,Positive
Departing Ginnie Mae head Bright to run securitization trade group https   t co ALaRqXTFaH,Positive
Congrats Fairway Independent Mortgage Corporation for landing the number eight spot on our list of      Best Mortga  https   t co hzqVp ieaZ,Positive
Shout out to  for claiming spot    in our      Best Mortgage Companies to Work For Survey  https   t co DZMN tFauh,Positive
Median household income not cutting it for first time home buyers  according to  https   t co plPrt UFvl,Positive
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co Ib rVzPz  ,Positive
Congrats to  for being number    on our list of      Best Mortgage Companies to Work For  https   t co o snGqaDd ,Positive
Check out why these companies made the cut #BestMortgageCompanies     https   t co AJRgbVUhbT,Negative
#FHA urges lenders to go easy on federal workers during shutdown https   t co szU fnksGO,Positive
October mortgage delinquency rate reaches    year low  according to  https   t co RMBiQvfhsj,Negative
Challenges mount for mortgage lenders as shutdown persists https   t co hNkhbx yg ,Positive
CRE firms expect solid lending activity in       despite tough conditions  according to  https   t co uczl miPOC,Positive
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co vSmYGNAGHl,Positive
Reverberations of housing crash make older millennials prefer stocks  according to  https   t co  atqTXL  l,Negative
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co  CuZXBuMe ,Positive
Our inaugural  Best Mortgage Companies to Work For  rankings is an impressive list of #mortgage lenders  servicers  https   t co vcmO uMW b,Positive
Recruiting is the key to profitability  Highlands Residential Mortgage finds #BestMortgageCompanies     https   t co HzNtbhf W ,Positive
Check out why these companies made the cut #BestMortgageCompanies     https   t co cuDAOxpznH,Negative
How Better Mortgage motivates employees  without commissions  https   t co uIPaa  PYB,Positive
Taylor Morrison offers buydowns that temporarily lower #mortgage #rates https   t co lsmnwOlIXW,Negative
Reverberations of housing crash make older millennials prefer stocks  according to  https   t co NFiRhdxNRx,Negative
Rising prices drop consumers  view of housing to      low   https   t co HzNg XdkjM,Negative
After narrowing down the      Best Mortgage Companies to Work For  we did a deeper dive on what makes them unique   https   t co cZgA Ql V ,Positive
How Better Mortgage motivates employees  without commissions  https   t co DCizEtqd Q,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out  BestMortga  https   t co NhHMTuBZ V,Positive
Home prices avoid  tsunami  inflation as housing market nears its peak https   t co Ege   nmPB,Negative
Servicers treating government shutdown like a natural disaster  #Mortgages #GovernmentShutdown  https   t co xseOgSnY n,Positive
Top Democrats urge FHFA s Otting to clarify plans for GSEs https   t co foHfT P il,Positive
Loan officers  don t forget to complete our Top Producers      survey by Feb      #TopProducers    https   t co i YehVgx c,Positive
New home sales plummet on affordability burdens for buyers  according to  https   t co VKUKwEA Hn,Negative
  Fargo takes back top spot for  multifamily in      https   t co Dxwh lJzEE,Positive
Rated securitizations may whet Wall Street appetite for house flipping loans https   t co fmzAL sDFz,Positive
   million #mortgage documents exposed in #data security lapse #cybersecurity #breach https   t co Pe Vb FipU,Positive
Adjustable rate mortgage share grows along with demand   https   t co j Tvz ilZ ,Positive
Richey May buys business intelligence firm Amata Solutions https   t co JfnsrzTsQR,Positive
Average #mortgage #rates remain unchanged in spite of uncertainty  according to  https   t co hp SSgfH U,Negative
NMN is pleased to launch the #TopProducers   Survey  open to #mortgage loan officers at depository  nonbank and bro  https   t co osVx XkA k,Positive
   million #mortgage documents exposed in #data security lapse #cybersecurity #breach https   t co Wcuasu lez,Positive
#Mortgage applications decrease as rising rates reduce loan demand  according to   https   t co Lms epO yY,Negative
Redwood Trust exercises its option to buy the rest of   Arches https   t co JDlZGKcNOX,Positive
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co  EEsbhreta,Positive
#Mortgage lenders call #construction loans their most promising product  according to  https   t co kTDaTWOPKF,Positive
  is pleased to launch the #TopProducers   Survey  open to #mortgage loan officers at depository  n  https   t co cES ztg pY,Positive
Radian buys risk management analytics provider Five Bridges https   t co VHT KqgOf ,Negative
California sees its first home sales drop in four years https   t co NUmUuPc FE,Negative
#Ditech fires COO  enters into forbearance agreements with its lenders https   t co RLLtpmOjiA,Positive
#Stock volatility boosted potential for home sales  First American #rates  News https   t co kzVaRRC nl,Positive
#Mortgage lenders call #construction loans their most promising product  according to  https   t co rHZFNyFjnv,Positive
Home prices hit brakes in December  giving buyers an edge in        https   t co LUfBbarTM ,Positive
#FHFA will no longer defend agency s constitutionality in court https   t co WVBZL oQeg,Negative
Voices  I refused a consent order  Now regulators want my #mortgage license  https   t co c KQ jr ov,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co FLXDgOqcEW,Positive
#FHA loan delays from #government #shutdown loom larger for seniors https   t co nhYzPUMSTE,Negative
Radian  Essent to offer black box #mortgage insurance pricing   https   t co B tYBsYM P,Positive
New home mortgage applications drop over stock market volatility   https   t co oDYnaij XK,Negative
Average #mortgage #rates hold steady as housing outlook improves  according to  https   t co JOdAojZkNL,Positive
Voices  I refused a consent order  Now regulators want my #mortgage license  https   t co   Tm   y u,Positive
As the baby boomers age  #mortgage lenders may face a new housing inventory problem https   t co ULOiCkB t ,Negative
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co  nYkTcSuJE,Negative
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co Vs QiACtIZ,Positive
Huge shout out to  for claiming the No    spot in our      Best Companies to Work For survey   https   t co  L d uL II,Positive
Check out full coverage of our      Best Mortgage Companies to Work For Survey here #BestMortgageCompanies     https   t co gmMV yz  o,Positive
Congrats to Premier Nationwide Lending for landing spot    in our      Best Companies to Work For survey  https   t co ADkATSNvbU,Positive
Shout out to  for claiming the No     spot in our      Best Mortgage Companies to Work For survey  https   t co sUme JJ mG,Positive
Small improvements may signal housing market equilibrium on the horizon  according to  https   t co  TNeU  DHE,Positive
Congrats to  for nailing spot No    in our      Best Companies to Work For survey #BestMortgageCompanies      https   t co kqlbpC Owi,Positive
Shout out to Spring EQ for coming in at No     in our      Best Companies to Work For survey  https   t co rtogi  umK,Positive
Congrats to  for coming in at No     in our      Best Companies to Work For survey  https   t co QmJDtBp hX,Positive
#FHA loan delays from #government #shutdown loom larger for seniors https   t co ijlMlbODlC,Negative
New home mortgage applications drop over stock market volatility   https   t co  OyGKB HFi,Negative
Fed study gauges toll of student debt on millennial homeownership https   t co oZhuavML R,Negative
RT    I refused a consent order  Now regulators want my mortgage license     CEO John DiIorio explains his #mortga ,Positive
For home flippers  Pittsburgh region is a profitable bet https   t co vxkRKTQKi ,Positive
#Foreclosure low shows market recovered from housing crisis   https   t co lSDZKjTRer,Negative
Shout out to  for claiming the No     spot in our      Best Mortgage Companies to Work For survey  https   t co lRYhhKjM  ,Positive
Shout out to DAS Acquisition Company for claiming spot    in our      Best Companies to Work For survey  https   t co fNMpg Ysqu,Positive
Congrats to RoundPoint Mortgage Servicing Corp  for coming in at No     in our      Best Companies to Work For surv  https   t co aDLPgS aBm,Positive
Congrats to Deephaven Mortgage for landing spot    in our      Best Companies to Work For survey  https   t co  N K qaQuX,Positive
Voices  I refused a consent order  Now regulators want my #mortgage license https   t co iyQtXx WZg,Positive
Shout out to  for coming in at No    in our      Best Companies to Work For survey  https   t co DKoyGZt ho,Positive
Congrats to Homeowners Financial Group for nailing spot No    in our      Best Companies to Work For survey  https   t co IbZgP JAp ,Positive
Average #mortgage #rates hold steady as housing outlook improves  according to  https   t co  tuioU   s,Positive
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co Pxe Svzzxx,Negative
Congrats to First Heritage Mortgage for claiming the No    spot in our      Best Companies to Work For survey  https   t co  pqQArRrhr,Positive
Shout out to  for landing spot No     in our      Best Companies to Work For survey  https   t co YKDxkI GXq,Positive
Congrats  coming in at No     in our      Best Companies to Work For survey  #BestMortgageCompanies     https   t co FJqUbUVbwx,Positive
American Mortgage Consultants buys Meridian Asset Services https   t co yzWmNtwv x,Positive
Shout out to Direct Mortgage Loans for breaking in at No     on our      Best Companies to Work For survey  https   t co IQlZu  v l,Positive
#Mortgage #credit availability drops to two year low   https   t co thZTIq lmj,Negative
#FHFA will no longer defend agency s constitutionality in court https   t co BwrG  ZYPV,Negative
Shout out to  for breaking in at No     on our      Best Companies to Work For survey   https   t co pYIZwVDgBf,Positive
Clocking in at No     on our      Best Companies to Work For survey  congrats goes out to   https   t co IhrZrwDtzx,Positive
Big ups to United Northern #Mortgage Bankers Limited for making it up to No    in our      Best Companies to Work F  https   t co CEnTVjZTfS,Positive
Congratulations to Liberty Home Equity Solutions for making it as No     in our      Best Companies to Work For sur  https   t co krfz SGoR ,Positive
Southern metro areas account for half of      s top housing markets  according to  https   t co ZzG QbnXdO,Positive
Hats off to   No     in our      Best Companies to Work For survey #BestMortgageCompanies      https   t co omvoJ  L W,Positive
Shout out to  for hitting No     in our      Best Companies to Work For survey  https   t co hxSuhTSADU,Positive
#WellsFargo  #Chase #mortgage results stifled by lagging activity #earnings  JPM  WFC https   t co  GIZzKzMXw,Negative
Is Jamie Dimon warning of a downturn  https   t co KJNbqg uEa,Negative
Congrats to  for coming in at No     in our      Best Companies to Work For survey  https   t co vWR L aqCI,Positive
Shouts to  for reaching No     in our      Best Companies to Work For survey  https   t co  bTfr yDDO,Positive
Congratulations to Republic State Mortgage for landing at No     in our      Best Companies to Work For survey  https   t co Vc uISy Pi,Positive
Good work by  for getting No     in our      Best Companies to Work For survey #BestMortgageCompanies     https   t co L  ZsjDC Z,Positive
#Mortgage lenders may need to contend with higher default rates https   t co Ri rIQULOc,Positive
Waters  A million plus could lose homes because of #HUD #shutdown https   t co TTAoRrcG  ,Negative
As the baby boomers age  #mortgage lenders may face a new housing inventory problem https   t co  yPkkDOq J,Negative
Banks are feeling effects of shutdown   https   t co  UKgvNldhr,Positive
Radian  Essent to offer black box #mortgage insurance pricing   https   t co YGKMppgatj,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co  k mWiaa x,Positive
Recruiting is the key to profitability  Highlands Residential Mortgage finds #BestMortgageCompanies      https   t co SSL  HY  s,Positive
Shout out to Taylor Morrison Home Funding for appearing at No     in our      Best Companies to Work For survey  https   t co oexKRP TEY,Positive
Congrats to  for landing spot    on our Best Mortgage Companies to Work For survey  https   t co DThqEcOJaq,Positive
Shout out to Atlantic Bay Mortgage Group for coming in at No     in our      Best Companies to Work For Survey  https   t co mqTQ Gsslm,Positive
   crafts team devoted to borrowers affected by #government #shutdown https   t co mMYOv  tHM,Positive
Congrats to  for coming in at No    on our Best Mortgage Companies to Work For survey  https   t co vwUgjZUBRW,Positive
SFIG s biggest challenge is demystifying securitization  says Bright https   t co  Lce QUPD ,Positive
Congrats to the employers who made our list of      Best Mortgage Companies to Work For  Check them out   https   t co y VNrRov O,Positive
As the baby boomers age  mortgage lenders may face a new housing inventory problem https   t co SyHto  aFd,Negative
